"id","category_id","mahorais","francais","example","status",
"1501","25","Rongowa sa, Abdu ule jeje waho ?","Dis, quel lien as-tu avec Abdou ?","_","active",
"1502","25"," Ule mwana nyangu.","C'est mon frère.","_","active",
"1503","25","Mwana nyaho jeje ?","Ton frère comment?","_","active",
"1504","25","Ule mwana wa baba bole wangu. Ne mana trini ?","C'est le fils du frère aîné de mon père. Pourquoi?","_","active",
"1505","25","Waye mwandzani wangu. Waye na mastaha swafi, trambo ?","C'est mon ami. Il est très respectueux, n'est-ce- pas?","_","active",
"1506","25","Madza. Ujua amba mayahe de djirani wangu ule. Na vanu wasi lodza. Ritso endra harusini ha zuki wahe mtru marna ?","C'est vrai. Tu sais que sa mère c'est votre voisine. Et d'ailleurs, en ce moment ils organisent un mariage. Veux-tu qu'on aille au mariage de sa grande soeur?","_","active",
"1507","25","Nehika utsonivinga.","Si tu m'emmènes.","_","active",
"1508","25","De namne iyo.","D'accord. C'est comme ça.","_","active",
"1509","25","Said, leo lini mwa ?","Saïd, quel jour on est aujourd'hui?","_","active",
"1510","25","Leo mfumo tsano .","Aujourd'hui c'est mercredi.","_","active",
"1511","25","Ama, tsina rendez-vous sa ya saba.","Oh là là,jai un rendez-vous à 13 h 00.","_","active",
"1512","25","De avasa...","C'est maintenant alors.","_","active",
"1513","25","Tsiji. Una lera trini ?","Je ne sais pas. Quelle heure as-tu?","_","active",
"1514","25","Tsina sa ya saba ya vungudza dakika kumi. Lera yaho ikurubiya swafi.","J'ai 13 h moins 10 minutes. Ton heure approche vraiment.","_","active",
"1515","25","Haya nisuhulisha . Ritsoonana maharibi.","Je te laisse alors. On se verra ce soir.","_","active",
"1516","25","Ama usu nimbe rendez-vous gashi.","Surtout viens à l'heure s'il te plaît.","_","active",
